transaction_id,customer_id,amount,currency,decline_code,failure_reason,past_success_count,past_failure_count,account_age_days,typical_payment_day,typical_payment_hour,avg_amount,is_recoverable,recovery_window_hours,failure_timestamp,dataset_split
TXN-45ED66B43A30,CUST-0394,327.5,USD,insufficient_funds,Decline: NSF,25,4,923,9,14,80.38,1,116.0,2024-04-15 03:50:00,train
TXN-173C898B72DE,CUST-0039,33.23,USD,insufficient_funds,Card declined — insufficient funds,44,3,983,11,16,146.31,1,100.0,2024-08-06 06:09:00,test
TXN-40BC547D29D0,CUST-0347,28.02,USD,insufficient_funds,Not enough balance,16,5,876,2,8,57.27,1,107.0,2024-08-26 02:51:00,test
TXN-D7CF78E3D1DF,CUST-0113,34.82,USD,expired_card,Expiration date is in the past,49,8,1926,7,13,23.96,0,,2024-05-08 14:25:00,train
TXN-315B7412EFA9,CUST-0042,79.44,USD,temp_error,Processing system temporarily unavailable,2,1,856,23,8,100.51,1,9.0,2024-03-01 06:56:00,train
TXN-A783E83E1E29,CUST-0308,37.83,USD,expired_card,Card has expired,18,3,1667,9,20,60.63,0,,2024-12-26 15:49:00,train
TXN-42356742A567,CUST-0055,56.18,USD,insufficient_funds,Insufficient funds in account,27,7,1770,21,13,130.48,1,122.0,2024-03-08 01:09:00,train
TXN-8E61A53E3276,CUST-0084,148.62,USD,expired_card,Card has expired,1,0,1639,1,12,87.27,0,,2024-09-22 15:39:00,train
TXN-8E4BFA88252E,CUST-0211,59.54,USD,auth_required,3D Secure authentication required,5,9,924,24,9,53.93,1,42.0,2024-07-23 05:58:00,train
TXN-51C2D59E6F8A,CUST-0445,88.61,AUD,auth_required,SCA challenge required,38,1,1857,4,18,41.65,0,,2024-12-07 15:45:00,test
TXN-7C855FB91590,CUST-0139,52.5,USD,insufficient_funds,Decline: NSF,20,7,1002,24,7,48.3,1,100.0,2024-06-12 20:04:00,train
TXN-9D2C89F1CC81,CUST-0428,147.03,USD,fraud_flag,Suspected fraudulent activity — transaction blocked,41,0,283,15,7,143.82,0,,2024-07-12 21:29:00,test
TXN-2D41AFFA78D6,CUST-0320,63.22,GBP,insufficient_funds,Payment failed: low account balance,6,6,561,17,11,26.55,1,87.0,2024-03-08 17:34:00,train
TXN-76A2D43E77BA,CUST-0124,68.53,USD,expired_card,Card has expired,50,7,1915,25,12,90.69,0,,2024-07-23 08:27:00,test
TXN-E1A3AD646051,CUST-0075,70.3,USD,fraud_flag,Fraud prevention hold,24,2,1811,25,16,91.19,0,,2024-06-02 17:30:00,train
TXN-F022453F9664,CUST-0247,46.31,EUR,temp_error,Processing system temporarily unavailable,23,4,1546,22,10,34.84,1,12.0,2024-02-07 12:50:00,train
TXN-891F94C7B8A9,CUST-0068,63.41,GBP,temp_error,Temporary bank unavailability,21,6,1804,13,9,37.61,1,7.0,2024-03-16 02:42:00,train
TXN-293B783E9E08,CUST-0025,78.8,USD,unknown,Unknown decline code from processor,21,2,1409,19,20,36.71,0,,2024-10-26 11:30:00,train
TXN-59701D6FAC9E,CUST-0352,122.36,GBP,temp_error,Network error during authorization,31,2,1507,5,8,93.34,1,4.0,2024-05-23 04:25:00,train
TXN-43E7E7579FE2,CUST-0492,283.34,EUR,insufficient_funds,Card declined — insufficient funds,47,4,923,5,6,29.31,1,89.0,2024-07-22 21:09:00,train
TXN-47EBFD118582,CUST-0001,230.66,AUD,temp_error,"Temporary processing error, please retry",6,2,395,13,16,162.1,1,19.0,2024-06-02 00:23:00,train
TXN-ADF2746E0683,CUST-0243,79.48,USD,temp_error,Processing system temporarily unavailable,12,1,641,25,15,30.26,1,10.0,2024-09-09 14:31:00,train
TXN-2C2287461888,CUST-0391,26.64,USD,insufficient_funds,Decline: NSF,7,4,51,26,8,48.35,0,,2024-08-04 10:18:00,train
TXN-EBB56472712D,CUST-0054,60.62,USD,temp_error,Temporary bank unavailability,52,8,781,7,15,14.98,1,21.0,2024-09-12 21:37:00,test
TXN-94FC46389C3F,CUST-0426,23.94,USD,insufficient_funds,Card declined — insufficient funds,41,3,25,22,7,39.34,1,96.0,2024-04-17 22:29:00,train
TXN-BDD45E856585,CUST-0333,24.51,USD,auth_required,Additional verification required by issuing bank,5,7,947,26,9,140.1,1,37.0,2024-05-01 17:42:00,test
TXN-13B74D3FDE1C,CUST-0203,18.28,CAD,insufficient_funds,Decline: NSF,51,7,1567,12,6,22.92,1,84.0,2024-08-09 16:34:00,train
TXN-5DF086183ED7,CUST-0022,272.8,USD,auth_required,Strong customer authentication needed,41,7,851,3,13,31.44,0,,2024-10-16 17:00:00,test
TXN-91E58DA513A8,CUST-0487,83.42,AUD,insufficient_funds,Insufficient funds in account,21,2,1320,19,16,100.4,1,124.0,2024-07-30 03:19:00,train
TXN-A4DF7C5DEC37,CUST-0328,18.25,USD,expired_card,Expiration date is in the past,54,0,1349,10,10,55.6,1,159.0,2024-07-30 22:46:00,train
TXN-0D560EB1BAD5,CUST-0471,172.55,EUR,insufficient_funds,Payment failed: low account balance,0,1,1180,22,8,54.89,1,106.0,2024-03-15 03:00:00,train
TXN-6565DCA0AA8F,CUST-0452,57.33,AUD,insufficient_funds,Payment failed: low account balance,26,3,487,2,20,104.1,1,97.0,2024-03-21 03:59:00,train
TXN-D005FBFD4E65,CUST-0013,50.54,AUD,temp_error,Gateway timeout,18,7,173,22,6,143.53,1,3.0,2024-07-04 04:27:00,train
TXN-62729112F75F,CUST-0017,74.79,USD,auth_required,Additional verification required by issuing bank,55,7,315,15,16,43.2,1,26.0,2024-04-04 23:02:00,train
TXN-8641BEFA7BF6,CUST-0360,218.86,GBP,insufficient_funds,Card declined — insufficient funds,55,0,1727,23,8,52.34,1,90.0,2024-06-08 20:41:00,train
TXN-3AEA30514B0E,CUST-0331,169.76,USD,expired_card,Card has expired,56,5,1061,13,20,30.74,0,,2024-09-08 18:30:00,test
TXN-BD3C8AE445FC,CUST-0376,47.09,EUR,temp_error,Processing system temporarily unavailable,36,3,540,13,9,93.84,1,1.0,2024-08-16 22:45:00,train
TXN-AB781C0DAAC4,CUST-0479,198.0,USD,fraud_flag,Fraud prevention hold,20,4,1206,21,10,53.43,0,,2024-01-12 23:51:00,test
TXN-FEC46C983E57,CUST-0431,218.95,USD,temp_error,Temporary bank unavailability,18,8,513,28,21,20.37,1,7.0,2024-10-12 05:53:00,train
TXN-B4A0952919EE,CUST-0040,228.33,USD,insufficient_funds,Card declined — insufficient funds,9,8,762,21,7,87.37,1,98.0,2024-02-08 02:13:00,test
TXN-94FBA3780C0D,CUST-0005,68.48,USD,auth_required,Strong customer authentication needed,10,9,518,21,8,41.59,1,35.0,2024-03-07 20:56:00,train
TXN-32F277214B74,CUST-0291,65.54,USD,insufficient_funds,Decline: NSF,0,2,1237,26,21,93.91,1,115.0,2024-08-22 08:12:00,train
TXN-423A3BF5789F,CUST-0338,24.81,EUR,insufficient_funds,Payment failed: low account balance,27,2,1762,14,7,130.89,1,102.0,2024-04-29 19:03:00,train
TXN-5628B8261014,CUST-0354,33.18,EUR,insufficient_funds,Decline: NSF,5,0,193,3,10,47.98,1,111.0,2024-01-10 04:18:00,train
TXN-CA14752E448C,CUST-0494,63.14,USD,temp_error,Network error during authorization,7,5,1053,22,21,100.11,1,8.0,2024-04-01 10:25:00,train
TXN-54984C60E57C,CUST-0163,64.55,EUR,fraud_flag,Suspected fraudulent activity — transaction blocked,48,9,1581,14,7,130.24,0,,2024-03-11 00:22:00,train
TXN-08AF0EC25367,CUST-0122,145.33,EUR,temp_error,Gateway timeout,8,3,93,13,21,36.92,1,4.0,2024-11-21 02:27:00,train
TXN-86E1034BEEA3,CUST-0443,26.63,USD,temp_error,"Temporary processing error, please retry",1,9,1650,23,20,103.46,1,11.0,2024-06-16 11:35:00,test
TXN-40900037E3F7,CUST-0096,139.15,USD,fraud_flag,Fraud prevention hold,20,4,1454,4,13,45.45,0,,2024-09-20 21:14:00,train
TXN-E98BD929E65D,CUST-0149,206.22,USD,unknown,Error code: 05,29,4,1781,5,12,21.43,1,54.0,2024-07-13 10:09:00,train
TXN-0795E25E9954,CUST-0428,65.08,GBP,expired_card,Card has expired,37,7,1263,12,19,54.78,0,,2024-05-11 10:50:00,test
TXN-C5BFA8250A34,CUST-0196,110.22,USD,expired_card,Card has expired,19,0,264,8,10,54.36,0,,2024-01-27 13:39:00,train
TXN-D769024011C4,CUST-0403,170.04,AUD,fraud_flag,Suspected fraudulent activity — transaction blocked,8,0,1593,26,15,35.76,0,,2024-05-23 07:17:00,train
TXN-0E96768B1590,CUST-0299,62.74,USD,expired_card,Expiration date is in the past,21,0,127,11,15,73.24,1,139.0,2024-10-08 10:06:00,train
TXN-B41D469CA028,CUST-0218,49.77,USD,auth_required,Strong customer authentication needed,4,3,1686,23,10,68.71,1,37.0,2024-11-19 21:14:00,train
TXN-E80D3D6488EB,CUST-0295,55.24,EUR,hard_decline,Invalid account number,1,8,1358,11,13,92.76,0,,2024-04-07 09:02:00,train
TXN-AC264FC2214F,CUST-0174,22.75,USD,temp_error,Processing system temporarily unavailable,31,3,933,24,12,37.45,1,18.0,2024-03-14 08:30:00,train
TXN-D96E0FBE594A,CUST-0033,106.29,EUR,temp_error,Gateway timeout,30,0,176,13,16,50.19,1,19.0,2024-09-19 05:50:00,test
TXN-73FEC027123C,CUST-0163,60.85,USD,auth_required,Additional verification required by issuing bank,30,7,1166,28,9,36.87,1,43.0,2024-12-13 03:29:00,test
TXN-8E0E3C32C483,CUST-0147,57.69,EUR,expired_card,Expiration date is in the past,31,0,1527,27,16,76.07,1,79.0,2024-06-03 18:10:00,train
TXN-D1E88B01DC47,CUST-0169,35.55,EUR,insufficient_funds,Payment failed: low account balance,35,1,1007,4,7,89.27,1,128.0,2024-05-14 15:58:00,test
TXN-39DC18B8BDC4,CUST-0231,48.31,USD,temp_error,"Temporary processing error, please retry",51,7,1294,18,7,236.62,1,20.0,2024-09-28 13:37:00,train
TXN-9B379CE5049D,CUST-0486,127.66,EUR,expired_card,Card expiry passed,20,9,330,25,20,74.36,0,,2024-07-05 23:05:00,train
TXN-32897E84A751,CUST-0361,467.69,USD,temp_error,Temporary bank unavailability,34,2,165,11,21,77.32,1,18.0,2024-10-31 08:34:00,train
TXN-94FBA783785A,CUST-0164,128.44,USD,expired_card,Card has expired,12,2,1200,4,11,71.05,1,116.0,2024-03-20 08:05:00,train
TXN-2F4B30585886,CUST-0264,45.94,EUR,expired_card,Expiration date is in the past,40,5,1038,15,16,154.63,1,105.0,2024-04-26 10:07:00,train
TXN-E476FE9A8567,CUST-0209,50.65,EUR,insufficient_funds,Not enough balance,6,9,1941,2,20,60.98,0,,2024-08-26 02:48:00,test
TXN-242BF22C0EFE,CUST-0365,81.43,EUR,expired_card,Card expiry passed,37,2,884,18,13,38.43,1,81.0,2024-04-27 18:12:00,train
TXN-304D4E8134A7,CUST-0061,288.6,CAD,hard_decline,Card reported lost or stolen,24,3,34,22,14,44.76,0,,2024-11-02 07:04:00,train
TXN-3D7B366F8A61,CUST-0238,149.37,AUD,fraud_flag,Security flag triggered by issuer,39,3,1492,13,17,132.15,0,,2024-07-28 15:25:00,train
TXN-439BCAEB4462,CUST-0369,101.5,EUR,auth_required,SCA challenge required,5,2,1772,20,15,54.09,1,44.0,2024-03-01 18:35:00,train
TXN-01D2DBCCAA51,CUST-0275,63.36,CAD,insufficient_funds,Card declined — insufficient funds,18,0,222,28,17,138.1,1,116.0,2024-03-29 22:34:00,train
TXN-DEC42A251348,CUST-0321,40.2,USD,auth_required,3D Secure authentication required,52,2,1811,8,17,23.59,1,53.0,2024-07-04 13:17:00,train
TXN-273F3F75B334,CUST-0386,158.52,EUR,auth_required,SCA challenge required,53,9,1674,17,17,109.17,0,,2024-12-18 21:37:00,train
TXN-038234D66DBB,CUST-0016,27.55,USD,insufficient_funds,Not enough balance,54,2,490,10,11,85.34,1,128.0,2024-03-05 10:23:00,train
TXN-CFE1AECAAB09,CUST-0282,310.05,USD,temp_error,Processing system temporarily unavailable,44,7,352,25,11,135.92,1,14.0,2024-11-04 22:17:00,train
TXN-452465BAC11F,CUST-0352,46.43,EUR,insufficient_funds,Decline: NSF,58,0,1255,28,15,67.34,1,93.0,2024-04-10 23:19:00,train
TXN-30542840F9CA,CUST-0298,43.29,USD,insufficient_funds,Insufficient funds in account,4,2,17,22,20,50.54,1,124.0,2024-10-09 19:09:00,train
TXN-D13B2F2F59BB,CUST-0263,13.69,EUR,fraud_flag,Security flag triggered by issuer,54,5,185,17,9,61.77,0,,2024-07-11 17:27:00,test
TXN-A670F0C40CFF,CUST-0417,67.46,USD,insufficient_funds,Decline: NSF,4,9,1079,28,15,158.3,0,,2024-01-03 17:14:00,train
TXN-AEC8C3894781,CUST-0254,110.59,USD,insufficient_funds,Card declined — insufficient funds,59,5,1025,28,18,114.22,1,97.0,2024-05-03 14:06:00,train
TXN-582A16A86C0A,CUST-0299,47.67,USD,insufficient_funds,Payment failed: low account balance,36,2,1226,8,9,209.29,1,114.0,2024-07-13 03:30:00,train
TXN-218FDF26CC41,CUST-0403,52.91,EUR,fraud_flag,Card flagged for unusual activity,11,4,45,3,13,22.98,0,,2024-03-25 23:57:00,train
TXN-2AEB4633EA85,CUST-0077,56.77,USD,expired_card,Expiration date is in the past,58,3,1959,7,14,40.78,1,102.0,2024-05-14 00:07:00,train
TXN-E4D3501506CD,CUST-0428,49.27,USD,insufficient_funds,Decline: NSF,52,0,1170,2,10,29.42,1,122.0,2024-05-19 09:07:00,train
TXN-70130D5C6849,CUST-0261,141.61,EUR,expired_card,Card expiry passed,13,6,1566,9,12,26.52,1,115.0,2024-07-12 09:27:00,train
TXN-16ADC41A92F7,CUST-0496,96.83,GBP,insufficient_funds,Card declined — insufficient funds,23,7,1912,25,9,55.9,1,107.0,2024-09-23 18:10:00,train
TXN-4FAF55FF08FB,CUST-0058,368.91,USD,expired_card,Card has expired,50,4,1075,22,20,44.72,1,79.0,2024-09-03 14:28:00,train
TXN-C9EB7A4763FB,CUST-0117,65.1,USD,insufficient_funds,Decline: NSF,51,0,683,23,10,34.67,1,111.0,2024-12-14 15:58:00,train
TXN-E958A4EB8EBA,CUST-0219,211.21,EUR,unknown,Payment declined — reason not specified,31,7,131,23,15,51.7,1,38.0,2024-11-23 10:41:00,test
TXN-A5218058CDA4,CUST-0325,174.1,GBP,expired_card,Declined — expired card on file,13,2,20,28,21,86.49,1,154.0,2024-10-19 11:50:00,train
TXN-0958B76A3243,CUST-0487,64.52,USD,temp_error,Network error during authorization,18,4,58,19,15,13.29,1,15.0,2024-02-19 06:42:00,train
TXN-4D1D94D5D963,CUST-0211,211.76,GBP,auth_required,3D Secure authentication required,33,7,1532,5,11,61.9,1,53.0,2024-05-08 17:18:00,train
TXN-81DCF8FA7509,CUST-0040,104.41,GBP,unknown,Error code: 05,44,3,291,24,19,39.03,0,,2024-12-14 03:09:00,train
TXN-372F14B821A8,CUST-0175,27.39,CAD,temp_error,Network error during authorization,25,3,127,21,16,66.82,1,7.0,2024-03-12 11:01:00,train
TXN-BF2EA2131799,CUST-0272,28.92,USD,auth_required,3D Secure authentication required,21,1,1301,25,21,32.0,1,36.0,2024-08-02 07:26:00,train
TXN-C38DE8BE92E8,CUST-0192,18.84,USD,expired_card,Declined — expired card on file,15,6,1990,10,10,42.92,1,139.0,2024-02-29 08:31:00,train
TXN-1FAADFDE1165,CUST-0276,34.96,USD,expired_card,Expiration date is in the past,24,8,1593,8,17,38.08,1,105.0,2024-02-02 08:20:00,train
TXN-C03559EACFC6,CUST-0269,78.07,USD,temp_error,Processing system temporarily unavailable,2,8,101,5,11,57.23,1,24.0,2024-08-15 23:47:00,train
TXN-10B6F1F935F3,CUST-0300,160.54,EUR,fraud_flag,Fraud prevention hold,55,2,143,6,9,15.01,0,,2024-06-10 04:09:00,train
TXN-82659A5CF160,CUST-0261,119.21,USD,insufficient_funds,Not enough balance,14,3,1320,24,9,157.04,1,94.0,2024-12-16 07:05:00,train
TXN-1D316CF56DDE,CUST-0322,42.12,USD,temp_error,Gateway timeout,37,8,1060,14,11,79.48,1,17.0,2024-11-04 02:17:00,test
TXN-7795718EFFE4,CUST-0410,62.27,USD,expired_card,Declined — expired card on file,50,7,1974,28,15,43.84,0,,2024-07-05 12:17:00,train
TXN-17C2C242245E,CUST-0426,32.14,CAD,temp_error,Temporary bank unavailability,53,7,104,10,6,50.35,1,14.0,2024-06-27 19:55:00,train
TXN-FCC96498C419,CUST-0378,130.36,EUR,insufficient_funds,Not enough balance,54,6,733,11,10,39.33,1,112.0,2024-11-09 08:01:00,test
TXN-F681C1B7A902,CUST-0354,90.36,EUR,auth_required,3D Secure authentication required,28,7,789,5,17,101.38,0,,2024-09-21 03:46:00,train
TXN-5C0B0CC8A5B1,CUST-0066,104.48,USD,hard_decline,Do not honor,51,1,1596,6,11,61.05,0,,2024-02-17 19:47:00,train
TXN-2CAEF553C087,CUST-0072,49.99,USD,temp_error,Temporary bank unavailability,37,9,1967,12,16,20.34,1,22.0,2024-10-01 15:06:00,train
TXN-4215AF55CAE3,CUST-0170,35.99,EUR,expired_card,Declined — expired card on file,7,1,1545,12,9,42.35,0,,2024-05-21 02:24:00,test
TXN-F590A67D12F4,CUST-0160,929.91,AUD,insufficient_funds,Card declined — insufficient funds,27,6,53,10,9,94.2,0,,2024-01-18 11:23:00,train
TXN-E95DCBD05B4F,CUST-0408,145.24,USD,expired_card,Declined — expired card on file,16,6,288,12,15,59.2,0,,2024-03-18 10:21:00,train
TXN-901C325E5F86,CUST-0281,74.42,USD,hard_decline,Do not honor,7,6,67,26,8,66.86,0,,2024-07-18 15:52:00,train
TXN-9FF43D195D69,CUST-0119,76.23,USD,expired_card,Card has expired,28,5,1472,8,11,44.46,0,,2024-02-17 14:09:00,train
TXN-54D4521C2B5B,CUST-0348,61.19,EUR,expired_card,Declined — expired card on file,8,0,538,8,11,41.9,0,,2024-08-27 17:46:00,train
TXN-D7293DFAAE0A,CUST-0179,117.7,USD,insufficient_funds,Decline: NSF,47,4,1671,26,20,100.42,1,87.0,2024-12-03 01:50:00,train
TXN-0480A7CE6733,CUST-0411,29.68,CAD,temp_error,Temporary bank unavailability,25,4,297,12,11,75.38,1,23.0,2024-08-12 09:37:00,test
TXN-EEE01808CC5F,CUST-0263,38.3,USD,auth_required,3D Secure authentication required,2,4,960,7,20,42.55,0,,2024-04-05 03:12:00,train
TXN-383E74D1EF5C,CUST-0443,62.3,USD,fraud_flag,Fraud prevention hold,59,1,1210,22,20,52.49,0,,2024-07-15 04:19:00,test
TXN-BE845972F080,CUST-0373,73.06,CAD,temp_error,Network error during authorization,34,9,1498,17,14,44.56,1,4.0,2024-03-18 07:44:00,train
TXN-639285E85F60,CUST-0297,252.97,GBP,temp_error,Gateway timeout,42,4,1672,6,7,105.56,1,7.0,2024-07-12 04:07:00,train
TXN-64552F7A73F3,CUST-0076,23.34,USD,insufficient_funds,Payment failed: low account balance,35,9,623,27,20,41.08,1,126.0,2024-10-30 17:42:00,train
TXN-695975C06C39,CUST-0004,37.51,USD,expired_card,Card expiry passed,25,9,185,11,20,111.04,1,86.0,2024-11-07 17:44:00,train
TXN-2CB36078694D,CUST-0368,109.15,USD,temp_error,Temporary bank unavailability,18,2,1278,12,7,22.72,1,15.0,2024-08-08 06:32:00,test
TXN-3FC8970C8B08,CUST-0403,36.89,USD,insufficient_funds,Card declined — insufficient funds,44,0,1308,17,20,115.52,1,94.0,2024-05-08 00:40:00,train
TXN-47235F6E9BFA,CUST-0467,41.06,GBP,temp_error,Temporary bank unavailability,21,8,731,13,12,68.94,1,9.0,2024-05-21 00:28:00,train
TXN-9521BA11F156,CUST-0212,70.6,EUR,hard_decline,Card reported lost or stolen,22,2,1009,2,18,50.85,0,,2024-11-04 00:28:00,train
TXN-2C4EC55B4898,CUST-0080,37.17,GBP,insufficient_funds,Insufficient funds in account,40,7,1894,26,11,55.22,1,85.0,2024-07-17 15:28:00,train
TXN-1D43CA0D11ED,CUST-0284,31.51,USD,insufficient_funds,Payment failed: low account balance,44,3,1272,28,16,89.86,1,117.0,2024-11-05 00:35:00,train
TXN-A07B0CC10573,CUST-0272,166.9,USD,insufficient_funds,Payment failed: low account balance,2,8,1398,14,16,178.35,1,86.0,2024-08-15 00:53:00,train
TXN-41ADE6B9EE11,CUST-0017,29.18,USD,insufficient_funds,Not enough balance,46,6,1146,22,17,76.23,1,94.0,2024-05-19 16:06:00,train
TXN-07C83084CE6E,CUST-0195,199.66,USD,insufficient_funds,Card declined — insufficient funds,20,8,671,4,8,61.59,1,102.0,2024-06-17 22:39:00,train
TXN-5B5C172D33ED,CUST-0126,42.48,USD,temp_error,Processing system temporarily unavailable,3,2,547,4,16,57.25,1,16.0,2024-01-03 13:40:00,train
TXN-7C56D18F82FE,CUST-0110,108.31,USD,temp_error,Processing system temporarily unavailable,37,8,1839,8,20,35.32,1,3.0,2024-01-27 07:07:00,train
TXN-19E597050032,CUST-0043,35.36,EUR,fraud_flag,Security flag triggered by issuer,54,4,271,28,7,82.91,0,,2024-08-25 14:04:00,train
TXN-E903DEA18D3B,CUST-0107,24.82,CAD,insufficient_funds,Card declined — insufficient funds,1,7,1312,1,19,55.08,0,,2024-05-13 13:09:00,train
TXN-F39FCA3205DC,CUST-0204,77.27,AUD,expired_card,Declined — expired card on file,37,3,1481,13,6,46.35,0,,2024-05-15 22:49:00,train
TXN-28E393AF82A7,CUST-0109,127.46,EUR,fraud_flag,Card flagged for unusual activity,24,4,1031,17,6,24.71,0,,2024-12-30 00:30:00,train
TXN-52E62CFBDA66,CUST-0208,24.26,EUR,fraud_flag,Card flagged for unusual activity,3,3,285,10,18,61.81,0,,2024-11-23 01:44:00,train
TXN-689312210457,CUST-0049,58.37,GBP,expired_card,Declined — expired card on file,17,5,685,20,8,85.77,0,,2024-09-22 13:19:00,train
TXN-7477E5D9DB39,CUST-0227,36.74,USD,insufficient_funds,Insufficient funds in account,56,5,341,26,21,27.99,1,129.0,2024-01-18 11:30:00,train
TXN-E236C0C39392,CUST-0443,67.1,USD,temp_error,Gateway timeout,47,9,238,16,15,21.54,1,22.0,2024-02-02 00:43:00,train
TXN-436517A4FA10,CUST-0304,63.95,USD,temp_error,Temporary bank unavailability,23,9,690,9,21,58.68,1,12.0,2024-09-12 10:31:00,train
TXN-4186DB778D3A,CUST-0107,77.89,USD,auth_required,3D Secure authentication required,26,5,1588,22,12,113.82,1,69.0,2024-11-26 15:41:00,train
TXN-3FE38A449F1C,CUST-0302,143.86,EUR,auth_required,Strong customer authentication needed,30,5,1276,28,10,66.88,1,26.0,2024-03-04 14:24:00,train
TXN-9CB7AD2BE819,CUST-0264,56.62,AUD,insufficient_funds,Not enough balance,22,9,1927,19,16,134.99,1,85.0,2024-07-10 20:47:00,train
TXN-0B54D479EE5B,CUST-0372,11.73,USD,temp_error,Network error during authorization,1,0,96,12,14,35.31,1,8.0,2024-05-29 09:14:00,train
TXN-BFF7B4E02145,CUST-0158,25.26,USD,fraud_flag,Suspected fraudulent activity — transaction blocked,2,5,228,28,14,50.41,0,,2024-01-12 10:46:00,test
TXN-E3DE976EA607,CUST-0254,8.08,EUR,insufficient_funds,Payment failed: low account balance,0,4,929,11,18,39.85,1,97.0,2024-04-05 05:12:00,train
TXN-B705C4FEC3EC,CUST-0013,51.75,USD,fraud_flag,Card flagged for unusual activity,11,5,855,25,10,71.65,0,,2024-01-21 19:51:00,train
TXN-B0827E7951DB,CUST-0475,57.01,EUR,insufficient_funds,Card declined — insufficient funds,9,7,736,19,19,23.67,1,109.0,2024-06-08 14:14:00,train
TXN-48EB0F83ABD6,CUST-0198,83.14,USD,auth_required,3D Secure authentication required,32,5,884,22,13,85.79,1,62.0,2024-08-27 21:13:00,train
TXN-10FFC474CFCB,CUST-0001,92.86,GBP,temp_error,Network error during authorization,51,7,893,8,9,22.76,1,15.0,2024-11-25 22:25:00,train
TXN-6E46F2C9897B,CUST-0060,111.39,USD,insufficient_funds,Card declined — insufficient funds,44,9,700,21,10,48.64,1,84.0,2024-06-23 15:17:00,train
TXN-99CAF84E7B22,CUST-0061,141.45,USD,unknown,Unknown decline code from processor,5,7,499,3,16,83.88,1,44.0,2024-12-13 21:25:00,train
TXN-0C581697EBC3,CUST-0436,73.31,USD,insufficient_funds,Not enough balance,24,5,1415,26,9,54.15,1,117.0,2024-11-08 23:27:00,test
TXN-0CA6CC65B77F,CUST-0340,131.79,USD,insufficient_funds,Not enough balance,10,8,1709,12,19,27.13,0,,2024-08-19 01:14:00,train
TXN-5BD989790C93,CUST-0023,171.4,GBP,insufficient_funds,Card declined — insufficient funds,21,6,1762,14,7,89.95,1,98.0,2024-03-22 12:46:00,test
TXN-9AB932AB1CF5,CUST-0472,86.79,EUR,insufficient_funds,Payment failed: low account balance,36,2,271,23,14,19.84,0,,2024-01-04 13:20:00,train
TXN-C82A715A0355,CUST-0329,45.36,USD,expired_card,Declined — expired card on file,25,2,1298,16,21,81.23,0,,2024-12-02 18:26:00,test
TXN-D1BC21AA15BA,CUST-0073,34.5,USD,insufficient_funds,Insufficient funds in account,24,6,1934,10,15,124.55,1,118.0,2024-04-03 06:15:00,train
TXN-D542BA485AD0,CUST-0155,63.26,USD,fraud_flag,Security flag triggered by issuer,35,6,916,3,6,55.71,0,,2024-04-10 22:17:00,test
TXN-6DA746270EBC,CUST-0226,40.56,GBP,auth_required,3D Secure authentication required,34,9,376,14,6,35.99,1,60.0,2024-04-05 07:11:00,train
TXN-4F5667030B6F,CUST-0420,41.08,USD,auth_required,SCA challenge required,53,4,1228,3,17,25.29,1,33.0,2024-04-23 00:54:00,train
TXN-6C44AAD189C8,CUST-0342,102.08,USD,insufficient_funds,Payment failed: low account balance,5,4,1692,16,21,63.21,0,,2024-02-15 01:46:00,train
TXN-672EC20730A0,CUST-0266,45.78,USD,insufficient_funds,Decline: NSF,42,0,1475,2,16,37.9,1,106.0,2024-05-11 08:13:00,train
TXN-A1731D3B2506,CUST-0329,9.61,USD,temp_error,Network error during authorization,54,3,1822,22,16,156.6,1,24.0,2024-03-07 01:45:00,train
TXN-7E82A5ABBC7F,CUST-0179,217.55,EUR,temp_error,Gateway timeout,57,3,1004,6,12,106.98,1,23.0,2024-08-13 00:30:00,test
TXN-C54B05BDB0DA,CUST-0492,12.77,CAD,insufficient_funds,Payment failed: low account balance,46,9,825,21,20,133.46,1,104.0,2024-10-25 22:18:00,test
TXN-E4DB2881A66E,CUST-0337,30.7,GBP,fraud_flag,Security flag triggered by issuer,11,2,165,6,17,53.76,0,,2024-06-09 05:41:00,train
TXN-D79D1B5411D4,CUST-0397,12.97,USD,temp_error,Gateway timeout,37,0,521,9,8,79.31,1,24.0,2024-03-19 01:12:00,train
TXN-D4D025FF2821,CUST-0083,77.4,USD,expired_card,Card has expired,8,2,1377,21,20,46.07,0,,2024-11-17 06:26:00,train
TXN-8ACD100C3A33,CUST-0452,31.11,GBP,temp_error,Gateway timeout,48,6,1774,11,11,53.37,1,23.0,2024-06-01 02:19:00,train
TXN-D69DD42893D4,CUST-0143,43.28,USD,temp_error,Gateway timeout,48,6,291,15,15,252.39,1,6.0,2024-11-05 09:02:00,train
TXN-B7C5196503B7,CUST-0075,57.52,GBP,temp_error,Temporary bank unavailability,48,8,35,15,21,47.85,1,10.0,2024-05-23 10:41:00,train
TXN-A0A525D9298F,CUST-0226,58.65,USD,unknown,Processor response unclear,56,6,1632,27,19,31.85,0,,2024-08-31 06:05:00,train
TXN-E1979485D3B2,CUST-0261,59.33,USD,expired_card,Card has expired,13,6,404,27,21,69.08,1,149.0,2024-07-23 22:16:00,train
TXN-49F9E731B0E2,CUST-0387,118.15,GBP,auth_required,Strong customer authentication needed,8,5,1094,9,21,29.32,1,41.0,2024-02-01 16:06:00,test
